Reward,Time,Success,Failure_Reason
2.968096018058501,226,1.0,None
2.802397053524138,274,1.0,None
0.5588456120219863,63,1.0,None
2.1400070375021674,160,1.0,None
2.6376393439067716,234,1.0,None
1.7544984044623944,158,1.0,None
0.7999338776274224,55,1.0,None
2.1260546853168023,188,1.0,None
1.9684712585789155,200,1.0,None
2.1700324913148985,214,1.0,None
0.295416101721395,11,1.0,None
1.1840464424332666,119,1.0,None
3.833697553304324,320,1.0,None
2.0970273487203426,166,1.0,None
2.592341025908649,202,1.0,None
1.6729786258141317,145,1.0,None
1.7790955740433152,174,1.0,None
2.1904755062254453,185,1.0,None
3.095151979738264,214,1.0,None
1.2765028836583976,105,1.0,None
1.6008749221683525,135,1.0,None
3.54912812381157,308,1.0,None
1.1329794770672257,87,1.0,None
3.240417707310457,306,1.0,None
3.015747865441291,214,1.0,None
1.2249271646554931,97,1.0,None
2.4405971308362737,224,1.0,None
0.8419291026214855,55,1.0,None
2.428450759650808,230,1.0,None
2.917576106310689,290,1.0,None
1.5109920529752714,126,1.0,None
1.2472373665164609,87,1.0,None
0.582808100511849,65,1.0,None
2.4883351385872032,244,1.0,None
1.8459986926817424,156,1.0,None
2.399306794292708,234,1.0,None
1.5968168271741523,127,1.0,None
0.513846132726923,32,1.0,None
2.621743622415338,219,1.0,None
3.443200681710908,315,1.0,None
2.683766529849457,184,1.0,None
2.7018715497570804,192,1.0,None
1.641036532319406,156,1.0,None
1.9118619258682747,188,1.0,None
1.422770148889829,113,1.0,None
1.8577902554778096,190,1.0,None
2.2674994781152487,185,1.0,None
1.7602876627662698,175,1.0,None
3.010225973345862,254,1.0,None
3.1736033394474337,275,1.0,None
2.162512957741858,215,1.0,None
1.1695214982417819,114,1.0,None
0.3033429778991414,11,1.0,None
3.1301489426356395,250,1.0,None
2.323953358618497,214,1.0,None
2.4060846066307295,224,1.0,None
3.094054163990071,304,1.0,None
0.6275516791049768,69,1.0,None
2.7558818697462546,245,1.0,None
1.2386272977888326,100,1.0,None
3.0462015261721875,298,1.0,None
1.3801047306803569,128,1.0,None
2.8076464539923744,254,1.0,None
2.571900214815225,235,1.0,None
3.1042428538519604,274,1.0,None
0.22137757807967867,48,0.0,BoundaryExit
1.1719915872870705,95,1.0,None
1.123950762437159,115,1.0,None
2.1319126885329385,204,1.0,None
2.26494291825666,205,1.0,None
1.4355297305932593,101,1.0,None
0.8431994580237088,54,1.0,None
2.7622019924898447,200,1.0,None
2.4709059398840836,225,1.0,None
2.5940603224710292,174,1.0,None
1.370150433600622,115,1.0,None
1.7690224534199304,165,1.0,None
2.8730472159230818,245,1.0,None
1.2843858143073361,112,1.0,None
1.6529172549470665,115,1.0,None
1.5440060439714465,140,1.0,None
2.094286570379111,204,1.0,None
1.4001197309677325,148,1.0,None
1.6122245732848695,134,1.0,None
3.714120490930837,304,1.0,None
3.1411848983841457,264,1.0,None
1.3852322502012306,134,1.0,None
2.0405917756263436,196,1.0,None
2.9782175265580566,264,1.0,None
2.4452002834451583,234,1.0,None
2.895034775423337,271,1.0,None
0.6831948489598787,69,1.0,None
2.5817463718044857,212,1.0,None
3.276394132658716,264,1.0,None
0.43105577256578653,25,1.0,None
0.8214924864566187,70,1.0,None
1.9768906171029812,200,1.0,None
2.511177076650298,244,1.0,None
1.0455487972350337,87,1.0,None
2.0661846965345427,165,1.0,None
3.0509151775043373,255,1.0,None
1.874876477060202,149,1.0,None
3.3536791746621675,314,1.0,None
1.511232967191872,115,1.0,None
1.6426764863728558,144,1.0,None
3.3217913963275385,285,1.0,None
2.3252120024896064,156,1.0,None
1.61373950052639,155,1.0,None
0.9252497233678254,82,1.0,None
1.2581704779919418,110,1.0,None
0.7367339750651486,60,1.0,None
2.198649106807303,184,1.0,None
2.532743109034334,254,1.0,None
0.8865405237553063,89,1.0,None
0.28129120577066746,54,0.0,BoundaryExit
2.6706302444523806,270,1.0,None
2.2183782634257874,186,1.0,None
2.8789941002335993,265,1.0,None
2.7325552282184513,264,1.0,None
2.0839250187760383,147,1.0,None
2.971933629347013,254,1.0,None
1.180486953251751,75,1.0,None
2.02089601977027,195,1.0,None
1.9556566384051364,184,1.0,None
2.5414037101712985,214,1.0,None
1.9493862221474707,146,1.0,None
3.182170798603182,303,1.0,None
2.402887123136189,228,1.0,None
1.6015675266965426,134,1.0,None
2.1548756387628294,160,1.0,None
2.7812230668179145,255,1.0,None
3.3945385990202457,324,1.0,None
2.205050934265687,210,1.0,None
3.9846292272453923,315,1.0,None
2.438593865571359,195,1.0,None
1.7294434262715153,151,1.0,None
3.3121022678262437,311,1.0,None
2.8133862114334076,240,1.0,None
1.9441937322914735,155,1.0,None
0.3201722467611302,9,1.0,None
0.30887835411055853,14,1.0,None
0.9369619395180948,54,1.0,None
3.8895853850790925,324,1.0,None
1.3494825814197886,124,1.0,None
3.295653584823416,270,1.0,None
1.8689093164031054,165,1.0,None
1.327440975385444,135,1.0,None
2.06407635080197,200,1.0,None
2.4464718845570177,226,1.0,None
0.84459556217398,69,1.0,None
2.246574083031354,214,1.0,None
2.367693498515746,224,1.0,None
2.4591671553378647,184,1.0,None
