Reward,Time,Success,Failure_Reason
2.342248426050623,224,1.0,None
1.3870904276286689,97,1.0,None
3.390789369484748,334,1.0,None
3.0073694197320013,254,1.0,None
2.161028727290898,214,1.0,None
2.5677979979883285,194,1.0,None
0.7377006271543098,59,1.0,None
2.8047652332618473,284,1.0,None
1.2554396048261065,124,1.0,None
2.9177654290273978,294,1.0,None
2.166239289316587,194,1.0,None
3.102726535328452,296,1.0,None
2.380053800602446,215,1.0,None
1.0817599622195726,115,1.0,None
2.350396331170389,215,1.0,None
1.5905574358742909,125,1.0,None
2.863343839772301,234,1.0,None
1.5992321209358753,144,1.0,None
2.5924527028941076,248,1.0,None
1.3276807329844647,116,1.0,None
1.234764420213044,128,1.0,None
0.5999129690456892,34,1.0,None
1.8823877415220511,184,1.0,None
1.6235954206629766,149,1.0,None
1.190334934680557,124,1.0,None
1.3466624486530137,138,1.0,None
1.4456255293688367,103,1.0,None
2.916313772943615,288,1.0,None
1.9732368525746187,200,1.0,None
3.785115572682236,334,1.0,None
1.8667543224186192,174,1.0,None
2.890087357324904,218,1.0,None
0.3070318055582807,11,1.0,None
0.9462876768619707,90,1.0,None
2.000469011434215,194,1.0,None
3.4349497025461044,324,1.0,None
2.2870741951551996,204,1.0,None
0.8166314067543586,74,1.0,None
1.8517622611744942,124,1.0,None
0.8390445325158096,74,1.0,None
1.5145042081431854,148,1.0,None
2.765657520604543,233,1.0,None
2.0739126321162096,204,1.0,None
1.9708247569374524,179,1.0,None
2.1222504200309253,197,1.0,None
3.7958553037070404,354,1.0,None
1.267768239302879,128,1.0,None
