Reward,Time,Success,Failure_Reason
7.113740737769474,295,1.0,None
11.168002703752443,441,1.0,None
4.430015428302946,240,1.0,None
12.295427867478084,469,1.0,None
9.905265742117203,363,1.0,None
8.225738721988478,373,1.0,None
9.396675172874797,379,1.0,None
9.77304273666722,372,1.0,None
3.1786898113725615,280,0.0,Collision
7.30272078963577,440,1.0,None
-2.1931922958590007,2,0.0,Collision
6.954117066567446,309,1.0,None
8.58585177875812,459,1.0,None
7.9546555631521105,466,1.0,None
6.718721854044531,376,1.0,None
6.149870253847918,348,1.0,None
7.795848253715917,356,1.0,None
11.084722237379387,454,1.0,None
3.4366367888526894,205,1.0,None
6.9742100649277265,306,1.0,None
6.066566996844001,381,1.0,None
10.728085162748194,474,1.0,None
12.289793653034186,449,1.0,None
8.85759492176545,430,1.0,None
16.007667899426984,526,1.0,None
8.468714257646562,440,1.0,None
10.923607937416584,377,1.0,None
7.633796600099702,349,1.0,None
6.371602981532713,246,1.0,None
